Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu
COMMON,,SELECT_CENTER,Select Center,,,କେନ୍ଦ୍ର ଚୟନ କରନ୍ତୁ,కేంద్రాన్ని ఎంచుకోండి,,மையத்தைத் தேர்ந்தெடுக்கவும்,,سنٹر کو منتخب کریں۔
COMMON,,SELECT_BATCHES_FOR,Select Batches for {{name}},{{name}} साठी बॅचेस निवडा,{{name}} के लिए बैच चुनें,{{name}} ପାଇଁ ବ୍ୟାଚଗୁଡ଼ିକୁ ଚୟନ କରନ୍ତୁ।,{{name}} కోసం బ్యాచ్‌లను ఎంచుకోండి,{{name}} ಗಾಗಿ ಬ್ಯಾಚ್‌ಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ,{{name}} க்கான பேட்ச்களைத் தேர்ந்தெடுக்கவும்,{{name}} માટે બેચ પસંદ કરો.,{{name}} کے لیے بیچز منتخب کریں
COMMON,,SELECT_ALL,Select All,,,ସମସ୍ତଙ୍କୁ ଚୟନ କରାଗଲା ,అన్నీ ఎంచుకోండి,,அனைத்தையும் தேர்ந்தெடுக்கவும்,,سبھی کو منتخب کریں۔
COMMON,,GO_BACK_WITHOUT_SAVING,Are you sure you want to go back without saving?,जतन न करता तुम्हाला मागे जायचे आहे याची खात्री आहे का?,क्या आप बिना सेव किए वापस जाना चाहते हैं?,ସେଭ୍ କରିବା ବିନା ପଛକୁ ଯିବାକୁ ଆପଣ ନିଶ୍ଚିତ କି?,మీరు సేవ్ చేయకుండా నిజంగా వెనక్కి వెళ్లాలనుకుంటున్నారా?,ಸೇವ್ ಮಾಡದೆಯೇ ಹಿಂತಿರುಗಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,சேமிக்காமல் திரும்பிச் செல்ல விரும்புகிறீர்களா?,શું તમે ખરેખર સેવ કર્યા વિના પરત થવા માંગો છો?,کیا آپ واقعی محفوظ کیے بغیر واپس جانا چاہتے ہیں؟
COMMON,,NO_CANCEL,"No, cancel","नाही, रद्द करा","नहीं, रद्द करें","ନା, ବାତିଲ୍ କରନ୍ତୁ","వద్దు, రద్దు చేయండి","ಇಲ್ಲ, ರದ್ದುಗೊಳಿಸಿ","இல்லை, ரத்து செய்க","ના, રદ કરો",نہیں، منسوخ کریں۔
COMMON,,YES_GO_BACK,"Yes, go back","हो, मागे जा","हाँ, वापस जाएं","ହଁ, ଫେରି ଯାଆନ୍ତୁ","అవును, వెనక్కి వెళ్ళండి","ಹೌದು, ಹಿಂತಿರುಗಿ","ஆம், திரும்பிச் செல்லவும்","હ, પરત જાઓ",ہاں واپس جاؤ
COMMON,,DO_ID_NOT_FOUND,Do ID not found,Do ID सापडली नाही,DO आईडी नहीं मिली,ପରିଚୟ ମିଳିଲା ନାହିଁ,ID కనుగొనబడలేదు,Do ID ಸಿಗಲಿಲ್ಲವೇ?,அடையாள எண் கிடைக்கவில்லை,Do ID મળેલ નથી,ڈو آئی ڈی نہیں ملی
COMMON,,USER_BATCHES,{{name}} belongs to below batches,{{name}} खालील बॅचेसशी संबंधित आहे,{{name}} नीचे दिए गए बैचों से जुड़ा है,{{name}} ନିମ୍ନଲିଖିତ ବ୍ୟାଚଗୁଡ଼ିକର ଅଟେ।,{{name}} కింది బ్యాచ్‌లకు చెందినది,{{name}} ಈ ಕೆಳಗಿನ ಬ್ಯಾಚ್‌ಗಳಿಗೆ ಸೇರಿದೆ,{{name}} கீழ்க்காணும் பேட்ச்களைச் சேர்ந்தவர்,{{name}} નીચેના બેચનો છે.,{{name}} کا تعلق نیچے والے بیچوں سے ہے۔
COMMON,,DELETE_FROM_BATCH_WARNING,Do you want to delete user from above center's batches?,तुम्हाला वर नमूद केलेल्या केंद्रांच्या बॅचमधून वापरकर्त्याला हटवायचे आहे का?,क्या आप यूज़र को ऊपर दिए गए सेंटर के बैचों से हटाना चाहते हैं?,ଆପଣ ଉପରୋକ୍ତ କେନ୍ଦ୍ରର ବ୍ୟାଚଗୁଡ଼ିକରୁ ଉପଯୋଗକର୍ତ୍ତାଙ୍କୁ ବିଲୋପ କରିବାକୁ ଚାହୁଁଛନ୍ତି କି?,మీరు పై సెంటర్ బ్యాచ్‌ల నుండి యూజర్‌ను తొలగించాలనుకుంటున్నారా?,ಮೇಲಿನ  ಸೆಂಟರ್ ಗಳ ಬ್ಯಾಚ್‌ಗಳಿಂದ ಬಳಕೆದಾರರನ್ನು ಡಿಲೀಟ್ ಮಾಡಲು ನೀವು ಬಯಸುವಿರಾ?,பயனரை மேலே உள்ள மையத்தின் பேட்ச்களிலிருந்து நீக்க விரும்புகிறீர்களா?,શું તમે ઉપરોક્ત કેન્દ્રના બેચમાંથી વપરાશકર્તાને ડિલીટ કરવા  માંગો છો?,کیا آپ اوپر والے مرکز کے بیچوں سے یوزر کو حذف کرنا چاہتے ہیں؟
COMMON,,SAVE,Save,,,ସେଭ ,భద్రపరచండి,,சேமிக்கவும்,,محفوظ کریں۔
COMMON,,SAVING,Saving...,जतन केले जात आहे,सेव किया जा रहा है...,ସଞ୍ଚୟ କରୁଛି...,సేవ్ అవుతోంది...,ಉಳಿಸಲಾಗುತ್ತಿದೆ...,சேமிக்கப்படுகிறது...,સેવ થઈ રહ્યું છે....,محفوظ ہو رہا ہے...
COMMON,,MAP_NEW,Map New,नवीन नकाशित करा,नया जोड़ें / नया मैप करें,ନୂତନ ମ୍ୟାପ୍,మ్యాప్ కొత్త,ಹೊಸದನ್ನು ಜೋಡಿಸಿ,புதிய இணைப்பு,નવું મેપ કરો,نیا میپ کریں
LOGIN_PAGE,,SET_PASSWORD,Set Password,पासवर्ड सेट करा,पासवर्ड सेट करें,ପାସୱାର୍ଡ ସେଟ୍ କରନ୍ତୁ,పాస్‌వర్డ్‌ను సెట్ చేయండి,ಪಾಸ್‌ವರ್ಡ್ ಹೊಂದಿಸಿ,கடவுச்சொல்லை அமைக்கவும்,પાસવર્ડ સેટ કરો,پاس ورڈ سیٹ کریں۔
COURSE_PLANNER,,OPTION_1,Option 1,पर्याय 1,विकल्प 1,ବିକଳ୍ପ 1,ఎంపిక 1,ಆಯ್ಕೆ 1,விருப்பம் 1,વિકલ્પ-1,اختیار1
COURSE_PLANNER,,OPTION_2,Option 2,पर्याय 2,विकल्प 2,ବିକଳ୍ପ 2,ఎంపిక 2,ಆಯ್ಕೆ 2,விருப்பம் 2,વિકલ્પ-2,اختیار2
COURSE_PLANNER,,OPTION_3,Option 3,पर्याय 3,विकल्प 3,ବିକଳ୍ପ 3,ఎంపిక 3,ಆಯ್ಕೆ 3,விருப்பம் 3,વિકલ્પ-3,اختیار3
FORM,,BELONG_TO_MULTIPLE_CENTERS,belongs to below centers,खालील केंद्रांशी संबंधित आहे,नीचे दिए गए सेंटर से जुड़ा है,ନିମ୍ନଲିଖିତ କେନ୍ଦ୍ରଗୁଡ଼ିକର ଅନ୍ତର୍ଭୁକ୍ତ,దిగువ కేంద్రాలకు చెందినది,ಕೆಳಗಿನ  ಸೆಂಟರ್ ಗಳಿಗೆ ಸೇರಿದೆ,கீழ்க்காணும் மையங்களைச் சேர்ந்தது,નીચેના કેન્દ્રોથી સંબંધિત,ذیل کے سنٹرزسے تعلق رکھتا ہے۔
FORM,,DO_YOU_WANT_TO_DELETE_MULTIPLE_CENTERS,Do you want to delete user from all centers?,तुम्हाला वापरकर्त्याला सर्व केंद्रांमधून हटवायचे आहे का?,क्या आप यूज़र को सभी सेंटर से हटाना चाहते हैं?,ଆପଣ କ’ଣ ସମସ୍ତ କେନ୍ଦ୍ରରୁ ଉପଭୋକ୍ତାଙ୍କୁ ଡିଲିଟ୍ କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు అన్ని కేంద్రాల నుండి వినియోగదారుని తొలగించాలనుకుంటున్నారా?,ನೀವು ಎಲ್ಲಾ ಬಳಕೆದಾರರನ್ನು ಸೆಂಟರ್ ಗಳಿಂದ ಡಿಲೀಟ್ ಮಾಡಲು  ಬಯಸುವಿರಾ?,பயனரை அனைத்து மையங்களிலிருந்தும் நீக்க விரும்புகிறீர்களா?,શું તમે બધા કેન્દ્રોમાંથી વપરાશકર્તાને ડિલીટ કરવા  માંગો છો?,کیا آپ تمام سنٹرزسے یوزر کو حذف کرنا چاہتے ہیں؟
FORM,,DO_YOU_WANT_TO_DELETE_FROM_LOCATION,Do you want to delete user from this location?,तुम्हाला या स्थानावरून वापरकर्ता हटवायचा आहे का?,क्या आप यूज़र को इस स्थान से हटाना चाहते हैं?,ଆପଣ ଏହି ସ୍ଥାନରୁ ୟୁଜରଙ୍କୁ  ଡିଲିଟ୍ କରିବାକୁ ଚାହୁଁଛନ୍ତି କି?,మీరు ఈ ప్రదేశం నుండి వినియోగదారుని తొలగించాలనుకుంటున్నారా?,ಈ ಸ್ಥಳದಿಂದ ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಲು ನೀವು ಬಯಸುವಿರಾ?,பயனரை இந்த இடத்திலிருந்து நீக்க விரும்புகிறீர்களா?,શું તમે બધા લોકેશનમાથી વપરાશકર્તાને ડિલીટ કરવા  માંગો છો?,کیا آپ اس مقام سے یوزر کو حذف کرنا چاہتے ہیں؟
NOTIFICATION,,ERROR_DELETING_TEMPLATE,Error deleting template,टेम्पलेट हटवतांना त्रुटी आली.,टेम्पलेट हटाने में त्रुटि हुई,ଟେମ୍ପଲେଟ୍ ଡିଲିଟ୍ କରିବାରେ ତ୍ରୁଟି,టెంప్లేట్‌ను తొలగించడంలో లోపం,ಟೆಂಪ್ಲೇಟ್ ಅಳಿಸುವಲ್ಲಿ ದೋಷ,டெம்ப்ளேட்டை நீக்கும்போது பிழை ஏற்பட்டது,નમૂનો ડિલીટ કરવામાં  એરર,ٹیمپلیٹ کو حذف کرنے میں خرابی۔
NOTIFICATION,,ERROR_LOADING_DATA,Error loading data.,डेटा लोड करतांना त्रुटी आली.,डेटा लोड करने में त्रुटि हुई,ଡାଟା ଲୋଡ୍ କରିବା ସମୟରେ ତ୍ରୁଟି।,డేటాను లోడ్ చేయడంలో లోపం.,ಡೇಟಾವನ್ನು ಲೋಡ್ ಮಾಡುವಲ್ಲಿ ದೋಷ.,தரவை ஏற்றுவதில் பிழை ஏற்பட்டது.,ડેટા લોડ કરવામાં એરર,ڈیٹا لوڈ کرنے میں خرابی۔
MOBILIZER,,EDIT_MOBILIZER,Edit Mobilizer,मोबिलायझर एडिट करा,मोबिलाइज़र में बदलाव करें,ମୋବିଲାଇଜର୍‌କୁ ଏଡିଟ୍ କରନ୍ତୁ,ఎడిట్ మొబిలైజర్,ಮೊಬಲೈಜರ್ ಎಡಿಟ್ ಮಾಡಿ,மொபிலைசரைத் திருத்தவும்,મોબિલાઇઝર એડિટ કરો,موبلائزر میں ترمیم کریں۔
