,SMARTPHONE,Smartphone,स्मार्टफोन,स्मार्टफोन,ସ୍ମାର୍ଟଫୋନ୍,స్మార్ట్‌ఫోన్,ಸ್ಮಾರ್ಟ್‌ಫೋನ್,ஸ்மார்ட்போன்,સ્માર્ટફોન,اسمارٹ فون
,KEYPAD,Keypad,कीपॅड,कीपैड,କୀପ୍ୟାଡ୍,కీప్యాడ్,ಕೀಪ್ಯಾಡ್,கீபேட்,કીપેડ,کی پیڈ
,DOES_THIS_PHONE_BELONG_TO_YOU,Does This Phone Belong to You?,हा फोन तुमचा आहे का?,क्या यह फोन आपके पास है?,ଏହି ଫୋନ୍ ଆପଣଙ୍କର କି?,ఈ ఫోన్ మీకు చెందుతుందా?,ಈ ಫೋನ್ ನಿಮಗೆ ಸೇರಿದೆಯೇ?,இந்த தொலைபேசி உங்களுக்குச் சொந்தமானதா?,શું આ ફોન તમારો છે?,کیا یہ فون آپ کا ہے؟
,YES,Yes,होय,हाँ,ହଁ,అవును,ಹೌದು,ஆம்,હા,جی ہاں
,NO,No,नाही,नहीं,ନା,కాదు,ಇಲ್ಲ,இல்லை,ના,نہیں
,confirm_password,Confirm Password,पासवर्ड पुष्टी करा,पासवर्ड की पुष्टि करें,ପାସୱାର୍ଡ ନିଶ୍ଚିତ କରନ୍ତୁ,పాస్‌వర్డ్‌ను నిర్ధారించండి,ಪಾಸ್‌ವರ್ಡ್ ದೃಢೀಕರಿಸಿ,கடவுச்சொல்லை உறுதிப்படுத்தவும்,પાસવર્ડ કન્ફર્મ કરો,پاس ورڈ کی تصدیق کریں۔
,USERNAME,Username,वापरकर्तानाव,उपयोगकर्ता नाम,ବ୍ୟବହାରକାରୀ ନାମ,యూజర్ పేరు,ಬಳಕೆದಾರಹೆಸರು,பயனர்பெயர்,યુઝરનેમ,صارف نام
,NAME_OF_GUARDIAN,Name of Guardian,पालकाचे नाव,अभिभावक का नाम,ଅଭିଭାବକଙ୍କ ନାମ,గార్డియన్ పేరు,ರಕ್ಷಕರ ಹೆಸರು,பாதுகாவலரின் பெயர்,વાલીનું નામ,سرپرست کا نام
,RELATION_WITH_GUARDIAN,Relation with Guardian,पालकाशी नाते,अभिभावक के साथ संबंध,ଅଭିଭାବକଙ୍କ ସହ ସମ୍ପର୍କ,గార్డియన్‌తో సంబంధం,ರಕ್ಷಕರೊಂದಿಗಿನ ಸಂಬಂಧ,பாதுகாவலருடனான உறவு,વાલી સાથેનો સંબંધ,گارڈین کے ساتھ تعلق
,PARENT_GUARDIAN_PHONE_NO,Parent/Guardian Phone No,पालक/संरक्षक फोन नंबर,अभिभावक/पालक का फोन नंबर,ଅଭିଭାବକ/ଅଭିଭାବକଙ୍କ ଫୋନ୍ ନମ୍ବର,తల్లిదండ్రులు/గార్డియన్ ఫోన్ నంబర్,ಪೋಷಕರು/ರಕ್ಷಕರ ಫೋನ್ ಸಂಖ್ಯೆ,பெற்றோர்/பாதுகாவலர் தொலைபேசி எண்,માતાપિતા/વાલીનો ફોન નંબર,والدین/سرپرست فون نمبر
,WHAT_IS_YOUR_PREFERRED_MODE_OF_LEARNING,What is Your Preferred Mode of Learning?,तुमचा शिकण्याचा प्राधान्य मोड काय आहे?,आपकी पसंदीदा अध्ययन विधि क्या है?,ଆପଣଙ୍କର ପସନ୍ଦର ଶିକ୍ଷା ପଦ୍ଧତି କ’ଣ?,మీరు ఇష్టపడే అభ్యాస విధానం ఏమిటి?,ನಿಮ್ಮ ಆದ್ಯತೆಯ ಕಲಿಕಾ ವಿಧಾನ ಯಾವುದು?,உங்களுக்கு விருப்பமான கற்றல் முறை என்ன?,તમારી પસંદગીની શિક્ષણ પદ્ધતિ શું છે?,سیکھنے کا آپ کا پسندیدہ طریقہ کیا ہے؟
,REASON_FOR_DROP_OUT_FROM_SCHOOL,Reason for drop out from School,शाळेपासून ड्रॉपआउट होण्याचे कारण,स्कूल छोड़ने का कारण,ସ୍କୁଲ ଛାଡିବାର କାରଣ,పాఠశాల నుండి డ్రాప్ అవుట్ కావడానికి కారణం,ಶಾಲೆಯಿಂದ ಹೊರಗುಳಿಯಲು ಕಾರಣ,பள்ளியிலிருந்து இடைநிறுத்தப்படுவதற்கான காரணம்,શાળા છોડી દેવાનું કારણ,سکول چھوڑنے کی وجہ
,ARE_YOU_CURRENTLY_WORKING_IF_YES_CHOOSE_THE_DOMAIN,"Are You Currently Working? If Yes, Choose the Domain","तुम्ही सध्या काम करत आहात का? होय असल्यास, क्षेत्र निवडा","क्या आप वर्तमान में काम कर रहे हैं? यदि हाँ, तो क्षेत्र चुनें","ଆପଣ ବର୍ତ୍ତମାନ କାମ କରୁଛନ୍ତି କି? ଯଦି ହଁ, ତେବେ ଡୋମେନ୍ ବାଛନ୍ତୁ","మీరు ప్రస్తుతం పని చేస్తున్నారా? అవును అయితే, డొమైన్‌ను ఎంచుకోండి","ನೀವು ಪ್ರಸ್ತುತ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಹೌದು ಎಂದಾದರೆ, ಡೊಮೇನ್ ಆಯ್ಕೆಮಾಡಿ","நீங்கள் தற்போது வேலை செய்கிறீர்களா? ஆம் எனில், டொமைனைத் தேர்வுசெய்யவும்","શું તમે હાલમાં કામ કરી રહ્યા છો? જો હા, તો ડોમેન પસંદ કરો",کیا آپ فی الحال کام کر رہے ہیں؟ اگر ہاں، تو ڈومین کا انتخاب کریں۔
,WHAT_DO_YOU_WANT_TO_BECOME,What do you want to become?,तुम्ही काय बनू इच्छिता?,आप क्या बनना चाहते हैं?,ଆପଣ କଣ ହେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఏమి కావాలనుకుంటున్నారు?,ನೀವು ಏನಾಗಲು ಬಯಸುತ್ತೀರಿ?,நீங்கள் என்னவாக விரும்புகிறீர்கள்?,તમે શું બનવા માંગો છો?,آپ کیا بننا چاہتے ہیں؟
,CENTER,Center,केंद्र:,केंद्र,କେନ୍ଦ୍ର,కేంద్రం,ಕೇಂದ್ರ,மையம்,કેન્દ્ર,مرکز:
,BOARD,Board,बोर्ड,बोर्ड,ବୋର୍ଡ,బోర్డు,ಮಂಡಳಿ,வாரியம்,બોર્ડ,بورڈ
,MEDIUM,Medium,माध्यम,माध्यम,ମଧ୍ୟମ,మధ్యస్థం,ಮಧ್ಯಮ,நடுத்தரம்,મધ્યમ,درمیانہ
,GRADE,Grade,ग्रेड,कक्षा,ଗ୍ରେଡ୍,గ్రేడ్,ದರ್ಜೆ,தரம்,ગ્રેડ,گریڈ
,REGULAR,Regular,सामान्य,नियमित,ନିୟମିତ,రెగ్యులర్,ನಿಯಮಿತ,வழக்கமானது,નિયમિત,باقاعدہ
,REMOTE,Remote,दूरदर्शन,दूरस्थ,ଦୂରବର୍ତ୍ତୀ,రిమోట్,ರಿಮೋಟ್,தொலைதூரத்தில்,દૂરસ્થ,ریموٹ
,IS_VOLUNTEER,Is Volunteer,स्वयंसेवक आहे,क्या यह स्वयंसेवक है?,ସ୍ୱେଚ୍ଛାସେବକ କି,వాలంటీర్,ಸ್ವಯಂಸೇವಕ,தன்னார்வலரா,સ્વયંસેવક છે,رضاکار ہے۔
,middle_name,Middle Name,मधले नाव,मध्यम नाम,ମଧ୍ୟ ନାମ,మధ్య పేరు,ಮಧ್ಯದ ಹೆಸರು,நடுத்தர பெயர்,મધ્યમ નામ,درمیانی نام
CONTENT_CREATORS,SEARCHBAR_PLACEHOLDER,Search content creator..,कन्टेन्ट क्रिएटर शोधा..,सामग्री निर्माता खोजें..,ବିଷୟବସ୍ତୁ ସୃଷ୍ଟିକର୍ତ୍ତା ଖୋଜନ୍ତୁ..,కంటెంట్ సృష్టికర్త కోసం శోధించండి..,ವಿಷಯ ರಚನೆಕಾರರನ್ನು ಹುಡುಕಿ..,உள்ளடக்க உருவாக்குநரைத் தேடுங்கள்..,કન્ટેન્ટ સર્જક શોધો..,مواد کے تخلیق کار کو تلاش کریں..
CONTENT_CREATORS,NEW_CONTENT_CREATOR,New Content Creator,नवीन कन्टेन्ट क्रिएटर,नया सामग्री निर्माता,ନୂତନ କଣ୍ଟେଣ୍ଟ କ୍ରିଏଟର,కొత్త కంటెంట్ సృష్టికర్త,ಹೊಸ ವಿಷಯ ರಚನೆಕಾರ,புதிய உள்ளடக்க உருவாக்குநரைத் தேர்ந்தெடுக்கவும்,નવું કન્ટેન્ટ સર્જક,نیا مواد تخلیق کار
CONTENT_CREATORS,FIRST_SELECT_REQUIRED_FIELDS,First select required fields,सर्वप्रथम आवश्यक फील्ड निवडा,पहले आवश्यक फ़ील्ड चुनें,ପ୍ରଥମେ ଆବଶ୍ୟକ ତଥ୍ୟ ଚୟନ କରନ୍ତୁ,మొదట అవసరమైన ఫీల్డ్‌లను ఎంచుకోండి,ಮೊದಲು ಅಗತ್ಯವಿರುವ ಕ್ಷೇತ್ರಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ,முதலில் தேவையான புலங்களைத் தேர்ந்தெடுக்கவும்,પહેલા જરૂરી ફીલ્ડ્સ પસંદ કરો,پہلے مطلوبہ فیلڈز منتخب کریں۔
CONTENT_CREATORS,CONTENT_CREATOR_CREATED_SUCCESSFULLY,Content Creator has been successfully created!,कन्टेन्ट क्रिएटर यशस्वीरित्या तयार झाला आहे!,सामग्री निर्माता सफलतापूर्वक बनाया गया!,କଣ୍ଟେଣ୍ଟ କ୍ରିଏଟର ସଫଳଭାବରେ ତିଆରି ହେଲେ!,కంటెంట్ సృష్టికర్త విజయవంతంగా సృష్టించబడింది!,ವಿಷಯ ರಚನೆಕಾರರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ!,உள்ளடக்க உருவாக்குநரைத் தேர்ந்தெடுத்தார்!,કન્ટેન્ટ ક્રિએટર સફળતાપૂર્વક બનાવવામાં આવ્યું છે!,مواد تخلیق کار کو کامیابی کے ساتھ بنایا گیا ہے!
CONTENT_CREATORS,USER_CREDENTIALS_WILL_BE_SEND_SOON,"Content Creator is created, credentials will be sent soon","कन्टेन्ट क्रिएटर तयार झाला आहे, क्रेडेन्शियल्स लवकरच पाठवले जातील","सामग्री निर्माता बनाया गया है, क्रेडेंशियल्स जल्द ही भेजे जाएंगे","କଣ୍ଟେଣ୍ଟ କ୍ରିଏଟର ତିଆରି ହୋଇଛି, ତଥ୍ୟ ସିଘ୍ର ଭିତରେ ପଠାଯିବ","కంటెంట్ సృష్టికర్త సృష్టించబడింది, ఆధారాలు త్వరలో పంపబడతాయి","ವಿಷಯ ರಚನೆಕಾರರನ್ನು ರಚಿಸಲಾಗಿದೆ, ರುಜುವಾತುಗಳನ್ನು ಶೀಘ್ರದಲ್ಲೇ ಕಳುಹಿಸಲಾಗುತ್ತದೆ","உள்ளடக்க உருவாக்குநரைத் தேர்ந்தெடுத்தார், விரைவில் சான்றுகள் அனுப்பப்படும்","કન્ટેન્ટ ક્રિએટર બનાવવામાં આવ્યું છે, ઓળખપત્રો ટૂંક સમયમાં મોકલવામાં આવશે",مواد کا تخلیق کار بنایا گیا ہے، اسناد جلد بھیج دی جائیں گی۔
